"2章 土工 ⑨ 安定処理工(自走式土質改良工)","(1)自走式土質改良機設置(撤去) 1台1回当り単価表","名称","規格","単位","数量","摘要",""
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(7)油圧式杭圧入引抜機据付・解体1回当り単価表","引船運転","鋼製D 100PS型 4.9GT","日","表3.16","機械損料 水上からの施工のみ計上する。"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(7)油圧式杭圧入引抜機据付・解体1回当り単価表","諸雑費","","式","1",""
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(7)油圧式杭圧入引抜機据付・解体1回当り単価表","計","","","",""
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","機械名","規格","適用単価表","指定事項"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","油圧式杭圧入引抜機","エンジン式ユニット・排出ガス対策型(2014年規制) 圧入力 800kN 引抜力 900kN","機-24","燃料消費量→128 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","油圧式杭圧入引抜機","エンジン式ユニット・排出ガス対策型(第3次基準値) 広幅鋼矢板用 圧入力 1,000kN 引抜力 1,100kN","機-24","燃料消費量→146 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","油圧式杭圧入引抜機","エンジン式ユニット・排出ガス対策型(2014年規制) ハット形鋼矢板900mm用 圧入力 1,000kN 引抜力 1,200kN","機-24","燃料消費量→171 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","油圧式杭圧入引抜機 (鋼矢板II III IV型用)","エンジン式ユニット(硬質地盤専用) 排出ガス対策型(第3次基準値) 普通鋼矢板用 圧入力 800kN 引抜力 900kN","機-24","燃料消費量→171 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","油圧式杭圧入引抜機 (鋼矢板V VL IIw IIIw IVw型用)","エンジン式ユニット(硬質地盤専用) 排出ガス対策型(第3次基準値) 広幅鋼矢板用 圧入力 800kN 引抜力 1,000kN","機-24","燃料消費量→171 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","油圧式杭圧入引抜機 (鋼矢板10H 25H型用)","エンジン式ユニット(硬質地盤専用) 排出ガス対策型(2014年規制) ハット形鋼矢板900mm用 圧入力 800kN 引抜力 900kN","機-24","燃料消費量→201 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","杭打ち用ウォータジェット","エンジン式・排出ガス対策型(第3次基準値) 圧力 14.7MPa 吐出量 325ℓ/min","機-24","燃料消費量→134 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","ラフテレーンクレーン 25t吊","油圧伸縮ジブ型 排出ガス対策型(第3次基準値)","機-18","運転労務数量→ 1.00 燃料消費量→92 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","クレーン","油圧伸縮ジブ型 排出ガス対策型(2011年規制) 50~51t吊","機-18","運転労務数量→ 1.00 燃料消費量→128 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","クレーン付台船","(クローラクレーン) 35~40t吊 (台船) 300t積","機-11","船員名称 高級船員 運転労務数量→ 1.00 (クローラクレーン) 燃料消費量→43 機械損料数量→ 1.49 (台船) 機械損料数量→ 1.49"
"6章 仮設工 鋼矢板(H形鋼) 工 ①-2 油圧圧入引抜工","(8)機械運転単価表","引船","鋼製D 100PS型 4.9GT","機-11","船員名称 高級船員 運転労務数量→ 1.00 燃料消費量→ 57 機械損料数量→ 1.22"
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(1) アースオーガ併用圧入工法による鋼矢板打込み10枚当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(1) アースオーガ併用圧入工法による鋼矢板打込み10枚当り単価表","土木一般世話役","","人","$10/N\times1$","表4.1 表5.1~表5.4"
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(1) アースオーガ併用圧入工法による鋼矢板打込み10枚当り単価表","とび工","","人","$10/N\times2$",""
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(1) アースオーガ併用圧入工法による鋼矢板打込み10枚当り単価表","普通作業員","","人","$10/N\times1$",""
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(1) アースオーガ併用圧入工法による鋼矢板打込み10枚当り単価表","アースオーガ併用圧入杭打機運転","","日","$10/N$","表3.1 表5.1~表5.4 機械損料"
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(1) アースオーガ併用圧入工法による鋼矢板打込み10枚当り単価表","諸雑費","","式","1","表5.5"
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(1) アースオーガ併用圧入工法による鋼矢板打込み10枚当り単価表","計","","","",""
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(2)機械運転単価表","機械名","規格","適用単価表","指定事項"
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(2)機械運転単価表","アースオーガ(油圧式)併用圧入杭打機","掘削トルク34kN-m","機-18","運転労務数量→1.00 燃料消費量 57 機械損料数量 1.61"
"6章 仮設工 鋼矢板工 (アースオーガ併用圧入工)","(2)機械運転単価表","アースオーガ併用圧入杭打機","オーガ出力90kW","機-18","運転労務数量→ 1.00 燃料消費量→74 機械損料数量→1.61"
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(1) クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(1) クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り単価表","土木一般世話役","","人","$10/N\times1$","表3.2, 表3.3"
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(1) クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り単価表","とび工","","人","$10/N\times2$",""
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(1) クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り単価表","普通作業員","","人","$10/N\times1$",""
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(1) クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り単価表","杭抜き機運転","(杭抜き機) ワイヤ式 最大引抜力2,940kN (300t) (クローラクレーン) 油圧駆動式ウインチ・ラチスジブ型・排出ガス対策型(第1次基準値) 30~35t吊","日","$10/N$","表3.1 機械損料"
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(1) クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り単価表","ラフテレーンクレーン運転","油圧伸縮ジブ型・排出ガス対策型(第1次基準値) 20t吊","日","$10/N$","表3.1 機械賃料"
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(1) クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り単価表","諸雑費","","式","1",""
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(1) クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り単価表","計","","","",""
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(2)機械運転単価表","機械名","規格","適用単価表","指定事項"
"6章 仮設工 鋼矢板(H形鋼) 工 (クレーン引抜工)","(2)機械運転単価表","杭抜き機","最大引抜力 2,940kN (300t)","機-20","運転労務数量→ 1.00 燃料消費量→53 機械損料1→杭抜き機 機械損料数量→ 1.60 機械損料2→クローラクレーン (油圧駆動式ウインチ・ラチスジブ型・排出ガス対策型(第1次基準値) 30~35t吊) 機械損料数量→ 1.60"
"6章 仮設工 仮設材設置撤去工","(1)切梁・腹起し設置・撤去10t当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 仮設材設置撤去工","(1)切梁・腹起し設置・撤去10t当り単価表","土木一般世話役","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(1)切梁・腹起し設置・撤去10t当り単価表","とび工","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(1)切梁・腹起し設置・撤去10t当り単価表","溶接工","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(1)切梁・腹起し設置・撤去10t当り単価表","普通作業員","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(1)切梁・腹起し設置・撤去10t当り単価表","ラフテレーンクレーン運転","油圧伸縮ジブ型・排出ガス対策型(2011年規制)25t吊","日","表4.1",""
"6章 仮設工 仮設材設置撤去工","(1)切梁・腹起し設置・撤去10t当り単価表","諸雑費","","式","1","表4.1"
"6章 仮設工 仮設材設置撤去工","(1)切梁・腹起し設置・撤去10t当り単価表","計","","","",""
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","土木一般世話役","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","とび工","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","溶接工","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","普通作業員","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","ラフテレーンクレーン運転","油圧伸縮ジブ型・排出ガス対策型(2011年規制) 25t吊","日","表4.1","機械賃料"
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","タイロッド","φ32~φ42mm","t","","必要量計上"
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","諸雑費","","式","1","表4.1"
"6章 仮設工 仮設材設置撤去工","(2) タイロッド・腹起し設置10t当り単価表","計","","","",""
"6章 仮設工 仮設材設置撤去工","(3) タイロッド・腹起し撤去10t当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 仮設材設置撤去工","(3) タイロッド・腹起し撤去10t当り単価表","土木一般世話役","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(3) タイロッド・腹起し撤去10t当り単価表","とび工","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(3) タイロッド・腹起し撤去10t当り単価表","溶接工","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(3) タイロッド・腹起し撤去10t当り単価表","普通作業員","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(3) タイロッド・腹起し撤去10t当り単価表","ラフテレーンクレーン運転","油圧伸縮ジブ型・排出ガス対策型(2011年規制) 25t吊","日","表4.1","機械賃料"
"6章 仮設工 仮設材設置撤去工","(3) タイロッド・腹起し撤去10t当り単価表","諸雑費","","式","1","表4.1"
"6章 仮設工 仮設材設置撤去工","(3) タイロッド・腹起し撤去10t当り単価表","計","","","",""
"6章 仮設工 仮設材設置撤去工","(4)横矢板設置10m²当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 仮設材設置撤去工","(4)横矢板設置10m²当り単価表","土木一般世話役","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(4)横矢板設置10m²当り単価表","普通作業員","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(4)横矢板設置10m²当り単価表","横矢板","","m³","壁面積(10m²)×板厚",""
"6章 仮設工 仮設材設置撤去工","(4)横矢板設置10m²当り単価表","諸雑費","","式","1",""
"6章 仮設工 仮設材設置撤去工","(4)横矢板設置10m²当り単価表","計","","","",""
"6章 仮設工 仮設材設置撤去工","(5)横矢板撤去10m²当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 仮設材設置撤去工","(5)横矢板撤去10m²当り単価表","土木一般世話役","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(5)横矢板撤去10m²当り単価表","普通作業員","","人","表4.1",""
"6章 仮設工 仮設材設置撤去工","(5)横矢板撤去10m²当り単価表","諸雑費","","式","1",""
"6章 仮設工 仮設材設置撤去工","(6)覆工板・受桁設置・撤去100m²当り単価表 (覆工板設置面積700m²以下)","名称","規格","単位","数量","摘要"
"6章 仮設工 仮設材設置撤去工","(6)覆工板・受桁設置・撤去100m²当り単価表 (覆工板設置面積700m²以下)","土木一般世話役","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(6)覆工板・受桁設置・撤去100m²当り単価表 (覆工板設置面積700m²以下)","とび工","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(6)覆工板・受桁設置・撤去100m²当り単価表 (覆工板設置面積700m²以下)","溶接工","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(6)覆工板・受桁設置・撤去100m²当り単価表 (覆工板設置面積700m²以下)","普通作業員","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(6)覆工板・受桁設置・撤去100m²当り単価表 (覆工板設置面積700m²以下)","ラフテレーンクレーン運転","油圧伸縮ジブ型・排出ガス対策型(2011年規制)25t吊","日","表4.2","機械賃料"
"6章 仮設工 仮設材設置撤去工","(6)覆工板・受桁設置・撤去100m²当り単価表 (覆工板設置面積700m²以下)","諸雑費","","式","1","表4.2"
"6章 仮設工 仮設材設置撤去工","(6)覆工板・受桁設置・撤去100m²当り単価表 (覆工板設置面積700m²以下)","計","","","",""
"6章 仮設工 仮設材設置撤去工","(7)覆工板設置・撤去100m²当り単価表 (覆工板設置面積700m²を超える)","名称","規格","単位","数量","摘要"
"6章 仮設工 仮設材設置撤去工","(7)覆工板設置・撤去100m²当り単価表 (覆工板設置面積700m²を超える)","土木一般世話役","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(7)覆工板設置・撤去100m²当り単価表 (覆工板設置面積700m²を超える)","とび工","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(7)覆工板設置・撤去100m²当り単価表 (覆工板設置面積700m²を超える)","普通作業員","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(7)覆工板設置・撤去100m²当り単価表 (覆工板設置面積700m²を超える)","ラフテレーンクレーン運転","油圧伸縮ジブ型・排出ガス対策型(2011年規制) 25t吊","日","表4.2","機械賃料"
"6章 仮設工 仮設材設置撤去工","(7)覆工板設置・撤去100m²当り単価表 (覆工板設置面積700m²を超える)","諸雑費","","式","1","表4.2"
"6章 仮設工 仮設材設置撤去工","(7)覆工板設置・撤去100m²当り単価表 (覆工板設置面積700m²を超える)","計","","","",""
"6章 仮設工 仮設材設置撤去工","(8)覆工板受桁設置・撤去10t当り単価表 (覆工板設置面積700m²を超える)","名称","規格","単位","数量","摘要"
"6章 仮設工 仮設材設置撤去工","(8)覆工板受桁設置・撤去10t当り単価表 (覆工板設置面積700m²を超える)","土木一般世話役","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(8)覆工板受桁設置・撤去10t当り単価表 (覆工板設置面積700m²を超える)","とび工","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(8)覆工板受桁設置・撤去10t当り単価表 (覆工板設置面積700m²を超える)","溶接工","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(8)覆工板受桁設置・撤去10t当り単価表 (覆工板設置面積700m²を超える)","普通作業員","","人","表4.2",""
"6章 仮設工 仮設材設置撤去工","(8)覆工板受桁設置・撤去10t当り単価表 (覆工板設置面積700m²を超える)","ラフテレーンクレーン運転","油圧伸縮ジブ型・排出ガス対策型(2011年規制)25t吊","日","表4.2","機械賃料"
"6章 仮設工 仮設材設置撤去工","(8)覆工板受桁設置・撤去10t当り単価表 (覆工板設置面積700m²を超える)","諸雑費","","式","1","表4.2"
"6章 仮設工 仮設材設置撤去工","(8)覆工板受桁設置・撤去10t当り単価表 (覆工板設置面積700m²を超える)","計","","","",""
"6章 仮設工 ⑤ 足場工","(1)手摺先行型枠組足場・単管足場・単管傾斜足場100掛m²当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑤ 足場工","(1)手摺先行型枠組足場・単管足場・単管傾斜足場100掛m²当り単価表","土木一般世話役","","人","表3.1",""
"6章 仮設工 ⑤ 足場工","(1)手摺先行型枠組足場・単管足場・単管傾斜足場100掛m²当り単価表","とび工","","人","表3.1",""
"6章 仮設工 ⑤ 足場工","(1)手摺先行型枠組足場・単管足場・単管傾斜足場100掛m²当り単価表","普通作業員","","人","表3.1",""
"6章 仮設工 ⑤ 足場工","(1)手摺先行型枠組足場・単管足場・単管傾斜足場100掛m²当り単価表","クレーン運転","油圧伸縮ジブ型・排出ガス対策型(第3次基準値)","日","表3.1","機械賃料"
"6章 仮設工 ⑤ 足場工","(1)手摺先行型枠組足場・単管足場・単管傾斜足場100掛m²当り単価表","諸雑費","","式","1","表3.1"
"6章 仮設工 ⑤ 足場工","(1)手摺先行型枠組足場・単管足場・単管傾斜足場100掛m²当り単価表","計","","","",""
"6章 仮設工 ⑥ 支保工","(1) パイプサポート支保・くさび結合支保100空m³当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑥ 支保工","(1) パイプサポート支保・くさび結合支保100空m³当り単価表","土木一般世話役","","人","表3.1",""
"6章 仮設工 ⑥ 支保工","(1) パイプサポート支保・くさび結合支保100空m³当り単価表","型わく工","","人","表3.1",""
"6章 仮設工 ⑥ 支保工","(1) パイプサポート支保・くさび結合支保100空m³当り単価表","とび工","","人","表3.1",""
"6章 仮設工 ⑥ 支保工","(1) パイプサポート支保・くさび結合支保100空m³当り単価表","普通作業員","","人","表3.1",""
"6章 仮設工 ⑥ 支保工","(1) パイプサポート支保・くさび結合支保100空m³当り単価表","クレーン運転","排出ガス対策型(2014年規制) 25t吊","日","表3.1","機械損料"
"6章 仮設工 ⑥ 支保工","(1) パイプサポート支保・くさび結合支保100空m³当り単価表","諸雑費","","式","1","表3.1"
"6章 仮設工 ⑥ 支保工","(1) パイプサポート支保・くさび結合支保100空m³当り単価表","計","","","",""
"6章 仮設工 ⑥ 支保工","(2) パイプサポート支保 (小規模) 10空m³当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑥ 支保工","(2) パイプサポート支保 (小規模) 10空m³当り単価表","土木一般世話役","","人","表3.2",""
"6章 仮設工 ⑥ 支保工","(2) パイプサポート支保 (小規模) 10空m³当り単価表","型わく工","","人","表3.2",""
"6章 仮設工 ⑥ 支保工","(2) パイプサポート支保 (小規模) 10空m³当り単価表","とび工","","人","表3.2",""
"6章 仮設工 ⑥ 支保工","(2) パイプサポート支保 (小規模) 10空m³当り単価表","普通作業員","","人","表3.2",""
"6章 仮設工 ⑥ 支保工","(2) パイプサポート支保 (小規模) 10空m³当り単価表","諸雑費","","式","1","表3.2"
"6章 仮設工 ⑥ 支保工","(2) パイプサポート支保 (小規模) 10空m³当り単価表","計","","","",""
"6章 仮設工 締切排水工","(2) ポンプ運転1日当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 締切排水工","(2) ポンプ運転1日当り単価表","特殊作業員","","人","表3.2",""
"6章 仮設工 締切排水工","(2) ポンプ運転1日当り単価表","工事用水中モータポンプ運転","普通型(潜水ポンプ)","日","1","表3.1 機械賃料 機械損料"
"6章 仮設工 締切排水工","(2) ポンプ運転1日当り単価表","発動発電機運転","ディーゼルエンジン駆動 (超低騒音型) 排出ガス対策型(第3次基準値)","日","1","表3.1 機械賃料"
"6章 仮設工 締切排水工","(2) ポンプ運転1日当り単価表","諸雑費","","式","1","表3.3"
"6章 仮設工 締切排水工","(2) ポンプ運転1日当り単価表","計","","","",""
"6章 仮設工 締切排水工","(3) ポンプ設置・撤去1箇所当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 締切排水工","(3) ポンプ設置・撤去1箇所当り単価表","土木一般世話役","","人","表3.4",""
"6章 仮設工 締切排水工","(3) ポンプ設置・撤去1箇所当り単価表","特殊作業員","","人","表3.4",""
"6章 仮設工 締切排水工","(3) ポンプ設置・撤去1箇所当り単価表","普通作業員","","人","表3.4",""
"6章 仮設工 締切排水工","(3) ポンプ設置・撤去1箇所当り単価表","バックホウ(クローラ型)運転","標準型・超低騒音型・クレーン機能付き・排出ガス対策型 (2014年規制) 山積0.8m³(平積0.6m³) 吊能力2.9t","日","表3.4","機械賃料"
"6章 仮設工 締切排水工","(3) ポンプ設置・撤去1箇所当り単価表","諸雑費","","式","1",""
"6章 仮設工 締切排水工","(3) ポンプ設置・撤去1箇所当り単価表","計","","","",""
"6章 仮設工 締切排水工","(4)機械運転単価表","機械名","規格","適用単価表","指定事項"
"6章 仮設工 締切排水工","(4)機械運転単価表","工事用水中モータポンプ","普通型(潜水ポンプ) 口径150mm,全揚程10m及び口径200mm,全揚程10m 又は口径150mm、全揚程15m及び口径200mm、全揚程15m","機-30","機械賃料数量→(常時排水) 1.1 (作業時排水) 1.2"
"6章 仮設工 締切排水工","(4)機械運転単価表","工事用水中モータポンプ","普通型(潜水ポンプ) 口径250mm,全揚程10m","機-25","機械損料数量→(常時排水) 1.1 (作業時排水) 1.2"
"6章 仮設工 締切排水工","(4)機械運転単価表","発動発電機","ディーゼルエンジン駆動 (超低騒音型)・排出ガス対策型(第3次基準値) 定格容量 45kVA 75kVA 125kVA 200kVA 250kVA 60kVA","機-16","(常時排水) 燃料消費量→ 45kVA 137 60kVA 168 75kVA-204 125kVA-336 200kVA-600 250kVA-744 機械賃料数量→ 1.1"
"6章 仮設工 締切排水工","(4)機械運転単価表","発動発電機","ディーゼルエンジン駆動 (超低騒音型)・排出ガス対策型(第3次基準値) 定格容量 45kVA 60kVA 75kVA 125kVA 200kVA 250kVA","機-16","(作業時排水) 燃料消費量→ 45kVA 46 60kVA- 56 75kVA 68 125kVA-112 200kVA-200 250kVA-248 機械賃料数量→ 1.2"
"6章 仮設工 締切排水工","(4)機械運転単価表","バックホウ(クローラ型)","標準型,超低騒音型。クレーン機能付き・排出ガス対策型(2014年規制) 山積0.8m³(平積0.6m³) 吊能力2.9t","機-28","運転労務数量→1.00 燃料消費量 57 機械賃料数量 1.47"
"6章 仮設工 ⑧ ウエルポイント工","(2) ウエルポイント設置又は撤去100本当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑧ ウエルポイント工","(2) ウエルポイント設置又は撤去100本当り単価表","土木一般世話役","","人","表3.1",""
"6章 仮設工 ⑧ ウエルポイント工","(2) ウエルポイント設置又は撤去100本当り単価表","特殊作業員","","人","表3.1",""
"6章 仮設工 ⑧ ウエルポイント工","(2) ウエルポイント設置又は撤去100本当り単価表","普通作業員","","人","表3.1",""
"6章 仮設工 ⑧ ウエルポイント工","(2) ウエルポイント設置又は撤去100本当り単価表","ジェット装置運転","","日","表3.1",""
"6章 仮設工 ⑧ ウエルポイント工","(2) ウエルポイント設置又は撤去100本当り単価表","諸雑費","","式","1",""
"6章 仮設工 ⑧ ウエルポイント工","(3) ウエルポイントポンプ設置又は撤去1組当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑧ ウエルポイント工","(3) ウエルポイントポンプ設置又は撤去1組当り単価表","土木一般世話役","","人","表3.4",""
"6章 仮設工 ⑧ ウエルポイント工","(3) ウエルポイントポンプ設置又は撤去1組当り単価表","特殊作業員","","人","表3.4",""
"6章 仮設工 ⑧ ウエルポイント工","(3) ウエルポイントポンプ設置又は撤去1組当り単価表","普通作業員","","人","表3.4",""
"6章 仮設工 ⑧ ウエルポイント工","(3) ウエルポイントポンプ設置又は撤去1組当り単価表","諸雑費","","式","1",""
"6章 仮設工 ⑧ ウエルポイント工","(4) ウエルポイントポンプ運転管理1日当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑧ ウエルポイント工","(4) ウエルポイントポンプ運転管理1日当り単価表","土木一般世話役","","人","表3.5",""
"6章 仮設工 ⑧ ウエルポイント工","(4) ウエルポイントポンプ運転管理1日当り単価表","特殊作業員","","人","表3.5",""
"6章 仮設工 ⑧ ウエルポイント工","(4) ウエルポイントポンプ運転管理1日当り単価表","諸雑費","","式","1",""
"6章 仮設工 ⑧ ウエルポイント工","(5) ウエルポイント工損料一式当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑧ ウエルポイント工","(5) ウエルポイント工損料一式当り単価表","ウエルポイントポンプ 損料(供用1日当り)","","日","","供用1箇月当り損料/30"
"6章 仮設工 ⑧ ウエルポイント工","(5) ウエルポイント工損料一式当り単価表","ウェルポイント 損料(1現場当り)","","本","","供用1箇月当り損料/30 ×使用本数"
"6章 仮設工 ⑧ ウエルポイント工","(5) ウエルポイント工損料一式当り単価表","ウェルボトット 損料(供用1日当り)","","日","","供用1箇月当り損料/30"
"6章 仮設工 ⑧ ウエルポイント工","(5) ウエルポイント工損料一式当り単価表","放流パイプ 損料(1現場当り)","","m","","供用1箇月当り損料/30 ×使用延長"
"6章 仮設工 ⑧ ウエルポイント工","(5) ウエルポイント工損料一式当り単価表","諸雑費","","式","1",""
"6章 仮設工 ⑧ ウエルポイント工","(6) ジェット装置損料一式当り単価表","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑧ ウエルポイント工","(6) ジェット装置損料一式当り単価表","ジェット装置 損料(供用1日当り)","","日","","供用1箇月当り損料/30"
"6章 仮設工 ⑧ ウエルポイント工","(6) ジェット装置損料一式当り単価表","ジェット装置 損料(供用1日当り)","","日","","供用1箇月当り損料/30"
"6章 仮設工 ⑧ ウエルポイント工","(6) ジェット装置損料一式当り単価表","スターカッター 損料(供用1日当り)","","個","1",""
"6章 仮設工 ⑧ ウエルポイント工","(6) ジェット装置損料一式当り単価表","諸雑費","","式","1",""
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","名称","規格","単位","数量","摘要"
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","土木一般世話役","","人","$1\times10/D$","表4.1,表4.2"
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","特殊作業員","","人","$1\times10/D$",""
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","普通作業員","","人","$1\times10/D$",""
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","大型土のう","容量1m³","袋","10",""
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","土砂","","m³","10",""
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","バックホウ (クローラ型) 運転","後方超小旋回型 超低騒音型・クレーン機能付き・排出ガス対策型 (2014年規制) 山積0.45m³(平積0.35m²)吊能力2.9t","日","10/D","表4.2 機械賃料"
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","諸雑費","","式","1","表4.3"
"6章 仮設工 ⑨ 大型土のう工","(1) 大型土のう製作・設置10袋当り単価表 (バックホウ設置)","計","","","",""
"6章 仮設工 ⑨ 大型土のう工","(2) 大型土のう製作・設置10袋当り単価表 (ラフテレーンクレーン設置)","名称","規格","単位","数量","摘要"
